64,40,88,24,56,32,16,24,168,208,32,80,80,64,24,104,16,16,16,8,160,48,16,64,16
80,48,16,48,216,40,88,208,48,32,48,64,24,136,16,24,40,176,24,8,216,48,24,72,64
112,48,88,24,24,24,72,56,96,224,64,56,96,24,24,72,48,16,32,8,88,56,128,40,288
176,48,32,112,32,96,16,16,184,336,32,24,96,152,64,120,24,88,184,8,72,32,80,24,56
64,48,40,80,24,160,72,112,288,112,56,80,56,128,72,344,48,24,96,8,40,56,56,32,56
152,48,80,40,104,168,40,152,56,16,56,80,32,48,96,152,48,32,200,8,304,48,16,152,176
24,64,200,192,96,56,24,240,144,128,48,40,16,24,16,144,48,56,48,8,208,48,264,32,32
32,48,32,48,56,288,88,184,104,224,24,24,24,72,16,88,56,72,328,8,80,56,64,24,128
56,32,72,16,200,256,16,56,80,112,120,56,24,184,48,32,32,40,48,8,136,24,48,48,128
112,32,16,32,128,24,56,104,48,168,232,56,48,96,24,144,48,184,48,8,24,56,368,64,24
48,56,232,168,24,64,80,56,104,152,32,56,264,152,152,64,16,24,144,8,112,32,32,24,288
80,48,48,120,16,144,72,16,240,144,96,48,40,176,48,32,40,288,16,8,64,32,120,56,16
96,56,144,72,40,72,72,136,176,184,288,24,256,32,320,160,56,96,88,8,160,48,224,40,24
152,48,56,136,16,40,72,16,24,24,152,56,264,256,88,40,80,72,16,8,40,16,248,56,16
40,48,16,32,24,104,32,192,128,64,40,24,32,80,192,224,48,32,88,8,128,56,64,64,32
64,40,88,24,56,32,16,24,168,208,32,80,80,64,24,104,16,16,16,8,160,48,16,64,16
80,48,16,48,216,40,88,208,48,32,48,64,24,136,16,24,40,176,24,8,216,48,24,72,64
112,48,88,24,24,24,72,56,96,224,64,56,96,24,24,72,48,16,32,8,88,56,128,40,288
176,48,32,112,32,96,16,16,184,336,32,24,96,152,64,120,24,88,184,8,72,32,80,24,56
64,40,88,24,56,32,16,24,168,208,32,80,80,64,24,104,16,16,16,8,160,48,16,64,16
80,48,16,48,216,40,88,208,48,32,48,64,24,136,16,24,40,176,24,8,216,48,24,72,64
112,48,88,24,24,24,72,56,96,224,64,56,96,24,24,72,48,16,32,8,88,56,128,40,288
176,48,32,112,32,96,16,16,184,336,32,24,96,152,64,120,24,88,184,8,72,32,80,24,56
64,48,40,80,24,160,72,112,288,112,56,80,56,128,72,344,48,24,96,8,40,56,56,32,56
152,48,80,40,104,168,40,152,56,16,56,80,32,48,96,152,48,32,200,8,304,48,16,152,176
24,64,200,192,96,56,24,240,144,128,48,40,16,24,16,144,48,56,48,8,208,48,264,32,32
32,48,32,48,56,288,88,184,104,224,24,24,24,72,16,88,56,72,328,8,80,56,64,24,128
56,32,72,16,200,256,16,56,80,112,120,56,24,184,48,32,32,40,48,8,136,24,48,48,128
112,32,16,32,128,24,56,104,48,168,232,56,48,96,24,144,48,184,48,8,24,56,368,64,24
48,56,232,168,24,64,80,56,104,152,32,56,264,152,152,64,16,24,144,8,112,32,32,24,288
80,48,48,120,16,144,72,16,240,144,96,48,40,176,48,32,40,288,16,8,64,32,120,56,16
96,56,144,72,40,72,72,136,176,184,288,24,256,32,320,160,56,96,88,8,160,48,224,40,24
152,48,56,136,16,40,72,16,24,24,152,56,264,256,88,40,80,72,16,8,40,16,248,56,16
976,728,880,792,1000,1024,760,1136,824,928,912,456,920,792,816,928,600,1032,680,904,792,608,840,712,984
872,640,1192,848,808,864,776,904,1208,1136,896,824,944,848,816,960,848,1160,976,952,736,976,1000,968,912
840,704,1016,760,904,752,824,1216,816,952,864,720,824,1080,968,816,928,984,832,912,936,544,864,1120,800
