40,32,88,88,16,216,32,136,208,280,88,24,32,232,128,80,32,64,40,40,16,120,32,16,64
16,48,16,48,152,144,64,48,72,88,160,96,24,112,32,160,120,104,88,192,64,40,136,16,40
16,48,120,48,40,144,296,168,152,232,24,48,240,112,280,32,48,136,72,96,152,88,32,16,64
16,24,64,48,160,160,40,224,144,32,120,24,80,88,152,80,112,80,64,16,40,72,96,16,32
16,88,32,80,88,56,96,104,48,24,232,72,32,128,88,176,80,80,48,96,24,32,32,80,88
24,184,32,120,56,96,272,296,80,32,160,256,72,136,48,40,40,88,32,40,16,64,224,16,40
112,96,80,24,96,88,40,48,120,144,144,96,32,64,224,120,56,120,40,80,40,24,32,72,160
16,224,80,96,64,184,64,40,96,80,56,24,136,56,72,40,200,152,80,152,40,128,72,88,64
16,40,32,80,264,192,32,344,320,32,136,32,120,216,136,168,24,184,72,16,184,136,144,56,80
16,32,88,104,48,144,24,40,24,64,64,168,96,96,88,96,24,64,104,144,96,24,24,48,56
96,120,72,40,16,80,104,208,88,48,40,48,88,120,112,144,136,24,64,216,16,200,16,16,16
40,32,88,88,16,216,32,136,208,280,88,24,32,232,128,80,32,64,40,40,16,120,32,16,64
16,48,16,48,152,144,64,48,72,88,160,96,24,112,32,160,120,104,88,192,64,40,136,16,40
16,48,120,48,40,144,296,168,152,232,24,48,240,112,280,32,48,136,72,96,152,88,32,16,64
40,32,88,88,16,216,32,136,208,280,88,24,32,232,128,80,32,64,40,40,16,120,32,16,64
16,48,16,48,152,144,64,48,72,88,160,96,24,112,32,160,120,104,88,192,64,40,136,16,40
16,48,120,48,40,144,296,168,152,232,24,48,240,112,280,32,48,136,72,96,152,88,32,16,64
16,24,64,48,160,160,40,224,144,32,120,24,80,88,152,80,112,80,64,16,40,72,96,16,32
16,88,32,80,88,56,96,104,48,24,232,72,32,128,88,176,80,80,48,96,24,32,32,80,88
24,184,32,120,56,96,272,296,80,32,160,256,72,136,48,40,40,88,32,40,16,64,224,16,40
112,96,80,24,96,88,40,48,120,144,144,96,32,64,224,120,56,120,40,80,40,24,32,72,160
16,224,80,96,64,184,64,40,96,80,56,24,136,56,72,40,200,152,80,152,40,128,72,88,64
16,40,32,80,264,192,32,344,320,32,136,32,120,216,136,168,24,184,72,16,184,136,144,56,80
1144,4848,1208,936,2488,1232,3208,3360,1480,1160,1048,5000,1512,1752,2328,3184,1168,1408,1624,904,1232,3016,2536,1232,1168
8432,9616,9696,9696,8032,8304,9984,7824,8160,8336,8272,9728,9440,8208,7408,8464,10000,8240,8080,7728,8016,9728,9808,7872,9312
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
952,1152,1176,1000,1128,928,1112,1168,920,1096,920,1216,1152,920,1144,912,1144,1288,912,1128,920,1144,1160,880,1104
992,1144,1136,936,1112,1032,1048,1016,1096,1000,896,1040,1072,936,1032,1096,992,1056,912,1016,944,936,1000,728,1024,1144,1040,808,1008,888,1040,1144,1024,912,944,896,1024,928,1000,832,968,1128,960,992,968,1088,920,992,1104,848,856,1144,1256,864,1128,1032,856,952,1152,1008,920,1040,1184,1000,976,1104,1096,976,936,960,936,992,1032,856,992,1064,976,752,960,912,1080,1040,1040,976,896,920,1072,832,1088,800,944,1144,896,936,1008,1096,824,1016,960,816,992,1072,1216,936,1088,1136,1056,1040,1144,1056,792,952,1104,880,1056,1080,1096,936,904,1064,960,1048,1128,1144,1032,1000,920,752,992,912,1088,1096,960,928,912,904,888,1016,968,744,976,1168,808,976,1024,1088,808,1008,1048,856,904,1160,1120,984,1080,1128,992,944,1144,1008,784,960,1224,896,1016,1144,1008,984,904,936,976,976,1080,760,1048,1000,968,832,912,912,1096,1008,1064,928,944,944,1056,936,904,800,920,1160,832,1032,976,1136,856,992,1032,856,904,1072,1104,912,1192,1056,1008,912,1120,976,792,968,1072,992,1072,1112,1072,936,920,1016,936,1040,1144,1224,984,1088,1080,768,1024,992,1056,1096,960,912,1024,944,1040,960,968,792,928,1152,992,912,1032,1184,848,1096,984,840
992,1144,1136,936,1112,1032,1048,1016,1096,1000,896,1040,1072,936,1032,1096,992,1056,912,1016,944,936,1000,728,1024,1144,1040,808,1008,888,1040,1144,1024,912,944,896,1024,928,1000,832,968,1128,960,992,968,1088,920,992,1104,848,856,1144,1256,864,1128,1032,856,952,1152,1008,920,1040,1184,1000,976,1104,1096,976,936,960,936,992,1032,856,992,1064,976,752,960,912,1080,1040,1040,976,896,920,1072,832,1088,800,944,1144,896,936,1008,1096,824,1016,960,816,992,1072,1216,936,1088,1136,1056,1040,1144,1056,792,952,1104,880,1056,1080,1096,936,904,1064,960,1048,1128,1144,1032,1000,920,752,992,912,1088,1096,960,928,912,904,888,1016,968,744,976,1168,808,976,1024,1088,808,1008,1048,856,904,1160,1120,984,1080,1128,992,944,1144,1008,784,960,1224,896,1016,1144,1008,984,904,936,976,976,1080,760,1048,1000,968,832,912,912,1096,1008,1064,928,944,944,1056,936,904,800,920,1160,832,1032,976,1136,856,992,1032,856,904,1072,1104,912,1192,1056,1008,912,1120,976,792,968,1072,992,1072,1112,1072,936,920,1016,936,1040,1144,1224,984,1088,1080,768,1024,992,1056,1096,960,912,1024,944,1040,960,968,792,928,1152,992,912,1032,1184,848,1096,984,840
